symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
VLO,Energy,Valero Energy,2026-09-10,385.43,12.4,52.46,73.07,52.75,1.0,2391575,2854689,3210892,-13.67,-19.97,7.43,P+V-,P+V-,P+V+,⚠️ 頂部背離,112.75,34.77,3.242,2,1,2,1.7,23.84,33.47,False,True,321.95,14.19,1.138,False,393.54,393.54,-2.06,5.28,16.72,13.0,7.0,2497523.0,2194814.0,1.857,3157800.0,2740310.0,2499720.0,1.263,100.0,77.1,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,2,1,5,2.2,1,,,False
PSX,Energy,Phillips 66,2026-09-10,258.51,11.72,45.19,57.73,43.09,1.0,2732865,2751415,2871435,5.22,-8.02,15.4,P+V+,P+V-,P+V+,➡️ 中性,75.8,33.41,2.269,3,3,3,3.0,25.45,225.68,False,True,218.86,10.54,1.038,False,263.76,263.76,-1.99,0.94,15.21,13.0,7.0,2768623.0,2666457.0,1.857,2942400.0,2720760.0,2645573.0,1.112,100.0,74.02,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,3,1,8,3.2,4,,,False
HOOD,Financials,Robinhood Markets,2026-09-10,113.33,14.05,35.29,47.01,35.84,1.0,21970035,24459212,26749078,14.72,-15.77,-15.72,P+V+,P+V-,P+V-,➡️ 中性,-19.2,76.18,-0.252,1,2,2,1.5,43.71,-1.98,False,True,103.36,21.9,1.301,False,153.86,153.86,-26.34,5.93,19.41,9.0,11.0,25177455.0,19345781.0,0.818,16570000.0,22254520.0,23897560.0,0.693,99.06,56.6,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,1,3,31,7.8,3,,,False
COIN,Financials,Coinbase,2026-09-10,172.28,11.94,10.79,-12.65,-0.64,0.667,9850245,8345809,9359079,27.92,-19.54,-9.66,P+V+,P+V-,P-V-,✨ 反彈初期,-52.74,71.97,-0.733,2,28,74,24.2,-487.47,-3458.88,False,True,164.73,14.05,1.705,False,402.16,402.16,-57.16,-1.53,15.59,9.0,11.0,12750400.0,7477390.0,0.818,4848700.0,8246280.0,10186960.0,0.476,100.0,49.99,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,65,1,34,33.2,31,剛爆發,,False
JKHY,Financials,Jack Henry & Associates,2026-09-10,161.42,3.94,27.21,-5.29,5.14,0.667,947995,1223575,1222056,5.77,0.25,26.75,P+V+,P+V+,P-V+,🚀 健康多頭,-3.17,29.38,-0.108,3,4,68,16.3,6.4,10.37,False,True,156.04,9.43,1.262,False,191.13,193.39,-15.55,-3.01,6.37,11.0,9.0,1045618.0,828677.0,1.222,796400.0,790160.0,874093.0,0.911,93.03,50.54,多頭,頭頭高·底底高,,47,4,17,23.8,25,剛爆發,🎯 潛在暴漲,True
MRNA,Health Care,Moderna,2026-09-10,136.62,114.64,186.24,160.13,155.28,1.0,33845240,15606183,11225130,540.4,128.02,-2.94,P+V+,P+V+,P+V-,🚀 健康多頭,161.91,130.59,1.24,1,1,1,1.0,4.33,12.37,False,True,89.61,18.17,2.556,False,176.66,176.66,-22.67,-9.41,114.58,7.0,13.0,56007085.0,21911938.0,0.538,7873500.0,16686890.0,30433820.0,0.259,100.0,58.51,多頭,頭頭高·底底高,,1,1,27,6.2,3,,🔥 追高風險,True
MRK,Health Care,Merck & Co.,2026-09-10,144.71,6.76,21.87,26.81,20.56,1.0,11093270,10439653,10057292,26.77,7.9,-23.71,P+V+,P+V+,P+V-,🚀 健康多頭,63.47,28.59,2.22,2,8,15,6.4,49.43,13.15,False,True,135.67,5.84,1.253,False,156.92,156.92,-7.78,-4.57,8.87,9.0,11.0,12481355.0,9957563.0,0.818,7542000.0,8471780.0,10304226.0,0.732,87.7,51.76,多頭,頭頭高·底底高,空頭確認,12,9,25,13.4,10,,🎯 潛在暴漲,True
IQV,Health Care,IQVIA,2026-09-10,257.3,6.53,38.15,47.46,34.9,1.0,1280600,1439563,1533534,-15.31,-11.55,-10.92,P+V-,P+V-,P+V-,⚠️ 量能衰竭,31.46,43.63,0.721,3,4,5,3.7,3.94,2.96,False,True,234.05,7.35,1.188,False,271.8,271.8,-5.33,-2.48,6.45,10.0,10.0,1390420.0,1170780.0,1.0,1319900.0,1374790.0,1342000.0,0.984,88.66,57.07,多頭,頭頭高·底底高,多頭確認,4,7,14,7.2,4,,,False
DE,Industrials,Deere & Company,2026-09-10,677.94,10.71,17.73,15.58,14.9,1.0,1382205,1214798,1264214,33.71,-7.52,-16.5,P+V+,P+V-,P+V-,➡️ 中性,33.14,29.52,1.122,1,1,14,3.6,8.3,14.07,False,True,622.05,13.22,1.579,False,705.88,705.88,-3.96,-2.93,9.39,9.0,11.0,1731466.0,1096445.0,0.818,1175900.0,1340400.0,1484240.0,0.792,94.37,61.82,擴散,頭頭高·底底低,多頭確認,2,2,21,5.8,2,,,False
RSG,Industrials,Republic Services,2026-09-10,221.08,2.72,5.49,-3.76,0.17,0.667,1494815,1492624,1576475,5.19,-10.1,11.29,P+V+,P+V-,P-V+,➡️ 中性,-5.16,19.14,-0.269,3,17,49,16.4,1.7,3.77,False,True,217.96,3.1,0.927,False,232.08,233.42,-4.74,-0.65,3.18,11.0,9.0,1443754.0,1557222.0,1.222,1672200.0,1665970.0,1551540.0,1.078,86.21,53.04,擴散,頭頭高·底底低,,34,6,11,18.2,16,剛爆發,,False
CHRW,Industrials,C.H. Robinson,2026-09-10,152.42,2.5,-20.13,-14.49,-11.66,0.333,1298015,1735260,1759372,-49.44,-2.7,-9.23,P+V-,P-V-,P-V-,➡️ 中性,16.18,53.62,0.302,4,74,63,36.8,5.61,9.64,False,False,165.54,7.22,1.141,False,209.43,210.33,-27.22,5.43,4.35,9.0,11.0,1392666.0,1220572.0,0.818,1695300.0,1313720.0,1289546.0,1.315,87.02,50.45,空頭,頭頭低·底底低,多轉空預警,64,5,3,28.2,28,剛爆發,,False
CRM,Information Technology,Salesforce,2026-09-10,243.0,20.67,38.94,20.84,25.32,1.0,16752410,15122458,14547233,34.5,8.23,45.03,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-19.63,48.9,-0.401,1,2,39,8.9,80.36,24.07,False,True,196.92,15.04,1.833,False,268.27,269.11,-9.42,-5.42,25.7,9.0,11.0,22335344.0,12184554.0,0.818,10732600.0,20923080.0,17663293.0,0.608,100.0,62.64,收斂,頭頭低·底底高,多轉空預警 / 空轉多預警 / 多頭確認,21,1,31,15.0,15,剛爆發,🚀 暴漲中,True
SWKS,Information Technology,Skyworks Solutions,2026-09-10,84.03,20.46,14.23,54.64,35.99,1.0,5949325,5740515,4935183,0.68,39.0,53.26,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-2.26,41.97,-0.054,2,17,19,9.9,4.79,10.1,False,True,65.53,29.72,1.556,False,88.05,90.9,-4.56,17.25,20.59,11.0,9.0,7089336.0,4555977.0,1.222,11329600.0,7408670.0,6407880.0,1.768,100.0,80.3,收斂,頭頭低·底底高,空轉多預警 / 多頭確認,17,1,1,7.4,3,剛爆發,🔥 追高風險,True
SNDK,Information Technology,Sandisk,2026-09-10,1692.59,10.76,2.8,220.97,113.88,1.0,13146705,13922730,14802070,-20.5,-11.22,13.06,P+V-,P+V-,P+V+,⚠️ 頂部背離,1718.57,116.1,14.803,3,34,2,12.1,13.72,59.67,False,True,1525.85,23.07,1.21,False,2354.39,2354.39,-28.11,8.96,25.91,11.0,9.0,14258281.0,11788111.0,1.222,8737100.0,11580150.0,11124726.0,0.785,100.0,57.34,多頭,頭頭高·底底高,空轉多預警,2,1,18,4.8,1,,🔥 追高風險,True
MOS,Materials,Mosaic Company (The),2026-09-10,25.4,17.61,20.37,-0.82,9.08,0.667,8237895,8759789,9304832,11.36,-11.07,45.63,P+V+,P+V-,P-V+,➡️ 中性,-30.46,43.2,-0.705,1,3,13,4.0,-5.88,-77.32,False,True,22.78,14.46,1.323,False,35.68,36.99,-28.81,-0.64,13.34,9.0,11.0,9516244.0,7191972.0,0.818,7802800.0,7826570.0,8465540.0,0.922,93.18,61.29,擴散,頭頭高·底底低,多頭確認,8,4,10,6.8,5,,,False
CTVA,Materials,Corteva,2026-09-10,84.49,11.72,12.88,10.27,11.28,1.0,4574240,4545510,4157569,-4.57,20.58,-2.25,P+V-,P+V+,P+V-,⚠️ 量能背離,5.99,27.07,0.221,3,4,6,3.9,2.93,27.11,False,True,83.29,11.3,1.163,False,90.87,90.97,-7.02,-6.09,12.1,12.0,8.0,4846241.0,4166237.0,1.5,3589500.0,4941300.0,5018793.0,0.715,97.68,53.28,擴散,頭頭高·底底低,,5,1,17,5.8,3,,,False
NEM,Materials,Newmont,2026-09-10,126.14,10.69,28.28,8.95,14.22,1.0,8094800,8238972,8577886,3.87,-7.6,-18.6,P+V+,P+V-,P+V-,➡️ 中性,51.34,49.85,1.03,4,1,8,3.9,5.68,33.45,False,True,108.91,9.52,0.877,False,135.01,135.29,-6.57,0.99,7.27,11.0,9.0,7612263.0,8684566.0,1.222,6279500.0,8263410.0,8456053.0,0.743,88.43,56.88,多頭,頭頭高·底底高,,4,5,15,6.6,4,,,False
ARE,Real Estate,Alexandria Real Estate Equities,2026-09-10,49.56,2.35,-5.17,0.54,-0.44,0.667,1911780,1850353,2072552,5.14,-19.37,-18.07,P+V+,P-V-,P+V-,➡️ 中性,-39.3,49.14,-0.8,1,13,17,7.8,26.17,1359.96,False,False,50.5,9.47,1.464,False,83.17,88.24,-40.41,-5.99,3.12,8.0,12.0,2360725.0,1612483.0,0.667,1376700.0,1418550.0,1835846.0,0.75,85.1,43.62,空頭,頭頭低·底底低,,13,4,22,11.2,11,剛爆發,,False
VTR,Real Estate,Ventas,2026-09-10,90.44,0.17,10.31,7.87,6.56,1.0,2963825,3574518,3793056,-15.22,-10.9,29.88,P+V-,P+V-,P+V+,⚠️ 頂部背離,31.83,20.79,1.531,3,2,10,4.1,51.73,-1.4,False,False,92.89,5.79,1.018,False,101.6,101.6,-10.98,-1.76,1.61,11.0,9.0,2987563.0,2934811.0,1.222,2826700.0,3029470.0,2824793.0,1.001,86.41,44.69,空頭,頭頭低·底底低,多轉空預警,5,3,12,5.6,2,,,False
AMT,Real Estate,American Tower,2026-09-10,172.98,-0.69,-8.49,-6.48,-5.53,0.0,1991790,2886306,3021494,-35.68,-8.57,-4.43,P-V-,P-V-,P-V-,🧊 熊市縮量,-8.64,23.74,-0.364,4,21,26,13.5,20.65,17.04,False,True,171.44,4.37,0.755,False,194.23,199.13,-10.94,0.03,1.5,11.0,9.0,1737436.0,2302666.0,1.222,2283600.0,2199280.0,2042866.0,1.118,82.45,47.21,多頭,頭頭高·底底高,空轉多預警,21,6,9,12.6,13,剛爆發,,False
CEG,Utilities,Constellation Energy,2026-09-10,285.97,2.79,13.81,-9.97,-0.84,0.667,2493795,3089366,3205895,-12.22,-7.01,5.53,P+V-,P+V-,P-V+,➡️ 中性,-12.56,49.22,-0.255,1,1,25,5.8,11.73,5.3,False,True,268.3,13.18,1.035,False,410.41,412.7,-30.32,-1.4,2.77,10.0,10.0,2537130.0,2450460.0,1.0,2351200.0,2591740.0,2480433.0,0.948,84.22,54.8,多頭,頭頭高·底底高,,6,6,19,8.6,7,,,False
AWK,Utilities,American Water Works,2026-09-10,139.84,2.48,12.14,3.12,5.21,1.0,2116645,2274952,2103032,-11.85,17.81,25.43,P+V-,P+V+,P+V+,⚠️ 頂部背離,0.07,17.83,0.004,2,2,3,2.2,3.97,-7.4,False,True,135.09,5.1,1.23,False,142.37,145.64,-1.78,0.25,3.65,7.0,13.0,2409642.0,1958876.0,0.538,2015600.0,2085640.0,2011193.0,1.002,81.89,58.12,收斂,頭頭低·底底高,多轉空預警,1,8,15,6.6,5,吃老本,,False
ED,Utilities,Consolidated Edison,2026-09-10,106.73,-0.72,1.13,-3.36,-1.58,0.333,2114810,2267741,2219856,-9.99,4.41,3.15,P-V-,P+V+,P-V+,➡️ 中性,13.77,15.13,0.91,5,5,6,5.2,7.37,-3.83,False,False,108.88,2.6,0.96,False,114.33,116.23,-6.64,-0.87,-0.16,11.0,9.0,2075990.0,2162255.0,1.222,1970600.0,2044670.0,2055200.0,0.959,84.69,45.1,空頭,頭頭低·底底低,,7,3,17,7.4,6,,,False
